ORIGIN,DEST,delayed,FL_COUNT,rate
ATL,AUS,4992,29335,17.017214930969832
ATL,BNA,5977,35506,16.83377457331155
ATL,BOS,11420,57606,19.824323855153978
ATL,BWI,11378,65099,17.47799505368746
ATL,CLT,12004,67837,17.695357990477174
ATL,CVG,3416,24931,13.701817014961293
ATL,DAL,3192,17343,18.40512022141498
ATL,DCA,12620,69734,18.097341325608742
ATL,DEN,10039,54451,18.436759655470055
ATL,DFW,14020,79856,17.5566018833901
ATL,DTW,8507,51946,16.376621876564123
ATL,EWR,17163,57567,29.813955912241386
ATL,FLL,14124,77588,18.203845955560137
ATL,HOU,7777,41122,18.912017897962162
ATL,IAD,7125,40600,17.549261083743843
ATL,IAH,9776,48076,20.334470421832098
ATL,JFK,5358,22862,23.436269792669055
ATL,LAS,7535,44162,17.06218015488429
ATL,LAX,11395,56044,20.332238955106703
ATL,LGA,23949,93956,25.489590872323216
ATL,MCI,6214,38950,15.953786906290116
ATL,MCO,16132,90699,17.786304148888078
ATL,MDW,8799,48142,18.27718000913963
ATL,MIA,10495,61184,17.15317730125523
ATL,MSP,8720,53647,16.25440378772345
ATL,MSY,8667,54613,15.869847838426749
ATL,OAK,348,1471,23.657375934738273
ATL,ORD,16330,71845,22.72948709026376
ATL,PDX,1850,12235,15.120555782590927
ATL,PHL,13799,67487,20.446900884614816
ATL,PHX,6046,38696,15.624353938391566
ATL,RDU,7962,52856,15.06356894203118
ATL,SAN,3303,21632,15.269045857988164
ATL,SEA,4608,28605,16.109071840587312
ATL,SFO,7248,33003,21.961639850922644
ATL,SJC,807,4766,16.93243810323122
ATL,SLC,4112,28365,14.49673893883307
ATL,STL,6399,40090,15.961586430531305
ATL,TPA,12726,72582,17.533272712242702
AUS,ATL,4403,29331,15.011421363062972
AUS,BNA,1013,7215,14.04019404019404
AUS,BOS,1447,5197,27.84298633827208
AUS,BWI,1166,7479,15.590319561438696
AUS,CLT,1186,9848,12.043054427294882
AUS,CVG,84,440,19.090909090909093
AUS,DAL,6015,37974,15.839785116132092
AUS,DCA,383,2368,16.173986486486484
AUS,DEN,4688,27888,16.810097532989097
AUS,DFW,6938,48724,14.239389212708318
AUS,DTW,540,4640,11.637931034482758
AUS,EWR,2782,10951,25.404072687425806
AUS,FLL,1545,8325,18.55855855855856
AUS,HOU,3381,17054,19.825260935850828
AUS,IAD,865,4736,18.26435810810811
AUS,IAH,4485,30019,14.940537659482327
AUS,JFK,2844,15271,18.623534804531463
AUS,LAS,2297,12321,18.64296729161594
AUS,LAX,4293,25727,16.686749329498195
AUS,MCI,107,646,16.563467492260063
AUS,MCO,1926,10234,18.819620871604457
AUS,MDW,1379,8674,15.898086234724465
AUS,MIA,190,1626,11.685116851168512
AUS,MSP,583,4096,14.2333984375
AUS,MSY,491,2708,18.131462333825702
AUS,OAK,791,3603,21.953927282819873
AUS,ORD,3828,21057,18.179227810229378
AUS,PDX,264,1697,15.556865055981142
AUS,PHL,690,3587,19.236130471145803
AUS,PHX,3519,24189,14.547935011782215
AUS,RDU,103,526,19.581749049429657
AUS,SAN,1315,7971,16.497302722368588
AUS,SEA,932,5654,16.483905199858505
AUS,SFO,3935,18242,21.571099660124986
AUS,SJC,1382,7511,18.399680468645986
AUS,SLC,675,6499,10.386213263579013
AUS,STL,290,1755,16.524216524216524
AUS,TPA,718,3800,18.894736842105264
BNA,ATL,6558,35588,18.427559851635383
BNA,AUS,1408,7241,19.444828062422317
BNA,BOS,1879,7554,24.874238813873443
BNA,BWI,4128,21495,19.20446615491975
BNA,CLT,3121,19389,16.096755892516377
BNA,CVG,648,4340,14.930875576036867
BNA,DAL,1016,5048,20.126782884310618
BNA,DCA,3290,15318,21.477999738869304
BNA,DEN,4452,25992,17.128347183748847
BNA,DFW,4643,27945,16.614779030237965
BNA,DTW,3573,22888,15.610800419433765
BNA,EWR,5709,17808,32.05862533692722
BNA,FLL,2070,9972,20.75812274368231
BNA,HOU,2693,13713,19.638299423904325
BNA,IAD,1186,5541,21.40407868615773
BNA,IAH,3790,18325,20.68212824010914
BNA,JFK,1336,4983,26.81115793698575
BNA,LAS,1520,10623,14.308575731902476
BNA,LAX,3062,16488,18.571081999029598
BNA,LGA,6209,22824,27.203820539782686
BNA,MCI,2010,12016,16.72769640479361
BNA,MCO,3003,16366,18.34901625320787
BNA,MDW,4608,24098,19.121918831438293
BNA,MIA,1284,7280,17.63736263736264
BNA,MSP,1931,12209,15.816201163076418
BNA,MSY,2022,10910,18.53345554537122
BNA,OAK,259,1656,15.640096618357488
BNA,ORD,9433,38189,24.700830081960774
BNA,PHL,2050,9165,22.367703218767048
BNA,PHX,1526,8670,17.60092272202999
BNA,RDU,2360,13005,18.146866589773165
BNA,SAN,794,4660,17.03862660944206
BNA,SEA,463,3347,13.833283537496266
BNA,SFO,479,1835,26.103542234332426
BNA,SLC,493,3492,14.117983963344788
BNA,STL,1217,7039,17.28938769711607
BNA,TPA,2675,13909,19.2321518441297
BOS,ATL,10758,57487,18.713796162610677
BOS,AUS,933,5198,17.94921123509042
BOS,BNA,1574,7543,20.867029033541034
BOS,BWI,11669,57432,20.317941217439756
BOS,CLT,7219,38926,18.54544520371988
BOS,CVG,1354,7252,18.670711527854387
BOS,DAL,247,1241,19.90330378726833
BOS,DCA,14972,84183,17.785063492629153
BOS,DEN,5389,26110,20.639601685178093
BOS,DFW,6783,32821,20.666646354468178
BOS,DTW,5010,28980,17.28778467908903
BOS,EWR,12213,44839,27.237449541693614
BOS,FLL,6269,22235,28.194288284236563
BOS,HOU,1233,5679,21.71156893819334
BOS,IAD,5478,29057,18.852600061947207
BOS,IAH,3602,17070,21.101347393087288
BOS,JFK,13705,56150,24.407836153161174
BOS,LAS,2871,10284,27.9171528588098
BOS,LAX,8408,37831,22.22515926092358
BOS,LGA,18344,79228,23.153430605341548
BOS,MCI,842,4185,20.1194743130227
BOS,MCO,8214,34496,23.811456400742117
BOS,MDW,3036,15554,19.519094766619517
BOS,MIA,4654,24622,18.90179514255544
BOS,MSP,3420,19405,17.624323627930945
BOS,MSY,1002,4649,21.553022155302216
BOS,OAK,453,1392,32.543103448275865
BOS,ORD,14668,68557,21.39533526846274
BOS,PDX,865,5209,16.605874448070647
BOS,PHL,12620,58900,21.42614601018676
BOS,PHX,3243,15567,20.832530352669107
BOS,RDU,5023,23880,21.034338358458964
BOS,SAN,1845,8360,22.06937799043062
BOS,SEA,3092,14831,20.84822331602724
BOS,SFO,10137,39878,25.420031094839256
BOS,SJC,752,2275,33.05494505494506
BOS,SLC,1578,7335,21.51329243353783
BOS,STL,1640,8340,19.664268585131893
BOS,TPA,3686,14997,24.57824898312996
BWI,ATL,12287,65194,18.846826395067033
BWI,AUS,1641,7400,22.175675675675677
BWI,BNA,4613,21626,21.330805511883845
BWI,BOS,13126,57350,22.88753269398431
BWI,CLT,6543,37258,17.5613291105266
BWI,CVG,863,4532,19.042365401588704
BWI,DAL,1077,5685,18.944591029023748
BWI,DEN,4282,23752,18.027955540586056
BWI,DFW,4055,19289,21.02234434133444
BWI,DTW,5331,30830,17.291599091793707
BWI,EWR,2953,8650,34.138728323699425
BWI,FLL,8477,38191,22.196328978031474
BWI,HOU,2713,11606,23.375840082715836
BWI,IAH,2077,11668,17.800822763112787
BWI,JFK,2032,6221,32.66355891335798
BWI,LAS,3041,15744,19.315294715447155
BWI,LAX,2867,13446,21.322326342406665
BWI,LGA,1395,3802,36.69121514992109
BWI,MCI,2055,9271,22.165893646855785
BWI,MCO,8578,41356,20.741851242866815
BWI,MDW,4865,23114,21.04784978800727
BWI,MIA,1954,10762,18.156476491358482
BWI,MSP,2120,13537,15.660781561645859
BWI,MSY,2138,10122,21.122307844299545
BWI,OAK,505,2138,23.62020579981291
BWI,ORD,6111,27983,21.838258942929638
BWI,PDX,101,531,19.02071563088512
BWI,PHL,1136,4258,26.67919210897135
BWI,PHX,3446,18022,19.121074242592385
BWI,RDU,5274,23214,22.719048849832
BWI,SAN,1903,8935,21.298265249020705
BWI,SEA,1080,5131,21.048528551939192
BWI,SFO,848,4648,18.244406196213426
BWI,SJC,190,782,24.296675191815854
BWI,SLC,1743,10140,17.189349112426036
BWI,STL,3028,15054,20.11425534741597
BWI,TPA,5932,27813,21.32815589832093
CLT,ATL,12703,67784,18.74041071639325
CLT,AUS,1977,9839,20.093505437544465
CLT,BNA,3143,19441,16.166863844452443
CLT,BOS,8708,38955,22.353998203054807
CLT,BWI,7237,37239,19.433926797175005
CLT,CVG,1711,8827,19.383709074430726
CLT,DAL,258,1262,20.44374009508716
CLT,DCA,5269,28275,18.634836427939877
CLT,DEN,4477,21626,20.701932858596134
CLT,DFW,8561,44068,19.426794953254063
CLT,DTW,5241,32538,16.107320671215195
CLT,EWR,14328,46700,30.680942184154176
CLT,FLL,5549,27636,20.078882616876538
CLT,HOU,538,2331,23.08022308022308
CLT,IAD,4151,19689,21.082838132967645
CLT,IAH,8455,40649,20.80001968068095
CLT,JFK,7161,26864,26.6564919594997
CLT,LAS,3624,17130,21.155866900175134
CLT,LAX,4399,18859,23.325733071742935
CLT,LGA,12483,46212,27.012464294988312
CLT,MCI,2124,12768,16.63533834586466
CLT,MCO,7441,33909,21.9440266595889
CLT,MDW,798,4116,19.387755102040817
CLT,MIA,7209,34507,20.891413336424495
CLT,MSP,3316,20537,16.14646735160929
CLT,MSY,2972,17652,16.836619079990935
CLT,OAK,0,1,0.0
CLT,ORD,12497,53570,23.328355422811274
CLT,PDX,626,2581,24.254165052305307
CLT,PHL,7743,34745,22.28522089509282
CLT,PHX,5747,29067,19.77156225272646
CLT,RDU,4892,28445,17.198101599578134
CLT,SAN,1580,7430,21.265141318977122
CLT,SEA,1975,8386,23.551156689720965
CLT,SFO,4771,17534,27.209992015512718
CLT,SJC,126,416,30.288461538461537
CLT,SLC,809,4811,16.815630845977967
CLT,STL,2480,13708,18.09162532827546
CLT,TPA,5787,30235,19.14006945592856
CVG,ATL,3423,24470,13.988557417245605
CVG,AUS,54,420,12.857142857142856
CVG,BNA,563,4279,13.157279738256603
CVG,BOS,1775,7638,23.23906781880073
CVG,BWI,930,4665,19.935691318327976
CVG,CLT,1776,8817,20.14290575025519
CVG,DCA,1505,6455,23.315259488768397
CVG,DEN,1628,9054,17.981002871658937
CVG,DFW,4852,21637,22.424550538429543
CVG,DTW,1697,9418,18.018687619452113
CVG,EWR,6264,17651,35.48807433006628
CVG,FLL,826,5537,14.917825537294563
CVG,IAD,888,4016,22.111553784860558
CVG,IAH,3416,14850,23.003367003367003
CVG,JFK,1780,5466,32.564946944749366
CVG,LAS,941,5912,15.916779431664411
CVG,LAX,1181,7818,15.1061652596572
CVG,LGA,2680,8524,31.44063819802909
CVG,MCI,564,3418,16.500877706260972
CVG,MCO,1476,10627,13.889150277594805
CVG,MDW,507,2704,18.75
CVG,MIA,1383,6792,20.362190812720847
CVG,MSP,1840,10895,16.888480954566315
CVG,MSY,228,1233,18.491484184914842
CVG,ORD,9569,38629,24.77154469440058
CVG,PHL,1759,6302,27.911774039987307
CVG,PHX,408,2225,18.337078651685392
CVG,RDU,617,3108,19.851994851994853
CVG,SAN,207,1222,16.939443535188218
CVG,SEA,277,2530,10.948616600790514
CVG,SFO,916,4712,19.439728353140918
CVG,SJC,21,94,22.340425531914892
CVG,SLC,738,7361,10.02581171036544
CVG,STL,492,3143,15.653833916640153
CVG,TPA,721,5384,13.391530460624072
DAL,ATL,3468,17395,19.936763437769475
DAL,AUS,7726,37735,20.474360673115143
DAL,BNA,1042,5062,20.584749111023314
DAL,BOS,238,1241,19.17808219178082
DAL,BWI,1139,5691,20.014057283429977
DAL,CLT,317,1262,25.118858954041208
DAL,DCA,2227,10171,21.89558548815259
DAL,DEN,2327,10401,22.37284876454187
DAL,DTW,302,1242,24.315619967793882
DAL,FLL,813,3572,22.760358342665175
DAL,HOU,18007,76957,23.398781137518355
DAL,IAH,2707,13226,20.46726145471042
DAL,LAS,1479,8168,18.10724779627816
DAL,LAX,2560,10674,23.983511335956532
DAL,LGA,3169,10894,29.089407013034695
DAL,MCI,6073,27472,22.10614443797321
DAL,MCO,1131,5138,22.012456208641495
DAL,MDW,2132,9919,21.494102228047183
DAL,MSP,1,9,11.11111111111111
DAL,MSY,5153,24272,21.230224126565588
DAL,OAK,654,2924,22.366621067031463
DAL,ORD,179,893,20.044792833146698
DAL,PDX,502,1922,26.11862643080125
DAL,PHL,300,1250,24.0
DAL,PHX,1689,7838,21.548864506251594
DAL,RDU,333,1289,25.83397982932506
DAL,SAN,941,4646,20.253981919931125
DAL,SEA,704,2488,28.29581993569132
DAL,SFO,1785,6364,28.048397234443744
DAL,SJC,530,2382,22.250209907640638
DAL,SLC,291,1267,22.967640094711918
DAL,STL,5096,25280,20.158227848101266
DAL,TPA,786,3167,24.81844016419324
DCA,ATL,12320,69752,17.662575983484345
DCA,AUS,517,2368,21.83277027027027
DCA,BNA,3352,15315,21.88703885079987
DCA,BOS,17118,84230,20.322925323518938
DCA,CLT,4452,28539,15.599705665930832
DCA,CVG,1212,6407,18.91680973934759
DCA,DAL,1609,10181,15.80394853157843
DCA,DEN,2896,14462,20.02489282256949
DCA,DFW,6885,35769,19.24851128071794
DCA,DTW,3514,23000,15.278260869565216
DCA,EWR,7150,18815,38.00159447249535
DCA,FLL,4616,21305,21.66627552217789
DCA,HOU,960,5902,16.26567265333785
DCA,IAH,3972,24016,16.538974017321788
DCA,JFK,6653,23038,28.878374858928723
DCA,LAS,609,3591,16.95906432748538
DCA,LAX,1416,8326,17.00696613019457
DCA,LGA,11754,46254,25.41185627189
DCA,MCI,655,4212,15.550807217473883
DCA,MCO,6260,32706,19.140218920075828
DCA,MDW,2237,11478,19.489458093744556
DCA,MIA,6665,32870,20.27684818983876
DCA,MSP,3193,20036,15.936314633659412
DCA,MSY,1016,5448,18.64904552129222
DCA,ORD,14697,70387,20.880276187364146
DCA,PDX,316,2317,13.638325420802763
DCA,PHL,909,4002,22.713643178410795
DCA,PHX,1893,10766,17.583132082481885
DCA,RDU,3340,14996,22.272606028274204
DCA,SAN,164,700,23.42857142857143
DCA,SEA,873,7250,12.041379310344828
DCA,SFO,1002,4730,21.183932346723044
DCA,SLC,744,5198,14.313197383609081
DCA,STL,2897,14744,19.64867064568638
DCA,TPA,4031,21022,19.175149843021597
DEN,ATL,10382,55030,18.866073051063058
DEN,AUS,5688,27554,20.64310082020759
DEN,BNA,5227,25510,20.49000392003136
DEN,BOS,6488,26875,24.141395348837207
DEN,BWI,4762,23732,20.065734030001686
DEN,CLT,3706,21629,17.134402885015486
DEN,CVG,1996,9782,20.40482518912288
DEN,DAL,2232,10342,21.581899052407657
DEN,DCA,3087,14470,21.33379405666897
DEN,DFW,13782,64628,21.325122238039242
DEN,DTW,5695,28669,19.864662178659877
DEN,EWR,8647,29269,29.543202705934608
DEN,FLL,2687,13107,20.50049591821164
DEN,HOU,3813,17657,21.594834909667554
DEN,IAD,6482,34410,18.837547224644
DEN,IAH,8918,46100,19.344902386117134
DEN,JFK,2243,9655,23.231486276540654
DEN,LAS,13580,71046,19.11437660107536
DEN,LAX,17474,79642,21.94068456342131
DEN,LGA,9691,33735,28.7268415592115
DEN,MCI,7932,38240,20.742677824267783
DEN,MCO,6016,30672,19.61398017736046
DEN,MDW,7934,37659,21.068004992166546
DEN,MIA,2059,10039,20.510010957266662
DEN,MSP,11680,58453,19.981865772500985
DEN,MSY,3079,16248,18.950024618414574
DEN,OAK,3405,16518,20.613875771885215
DEN,ORD,12437,55907,22.245872609869963
DEN,PDX,8134,40596,20.036456793772786
DEN,PHL,6000,27131,22.11492388780362
DEN,PHX,15950,80530,19.806283372656154
DEN,RDU,2079,8343,24.919093851132686
DEN,SAN,8820,45590,19.346347883307743
DEN,SEA,11703,59596,19.63722397476341
DEN,SFO,18426,64167,28.715694983402685
DEN,SJC,4881,26391,18.494941457314994
DEN,SLC,15216,74995,20.289352623508233
DEN,STL,5216,24321,21.446486575387524
DEN,TPA,3577,17477,20.466899353435945
DFW,ATL,15427,79880,19.312719078617928
DFW,AUS,10986,48724,22.54740990066497
DFW,BNA,5909,27947,21.143593230042583
DFW,BOS,8366,32670,25.607591062136514
DFW,BWI,4797,19291,24.866518065419108
DFW,CLT,8249,44079,18.714126908505182
DFW,CVG,4801,21473,22.358310436361943
DFW,DCA,8446,35723,23.6430311004115
DFW,DEN,13247,63349,20.911143033039195
DFW,DTW,6074,29269,20.752331818647715
DFW,EWR,9577,30989,30.904514505146985
DFW,FLL,5403,23860,22.644593461860854
DFW,HOU,5344,20974,25.479164680080103
DFW,IAD,4637,20626,22.481334238339958
DFW,IAH,10222,48735,20.97465886939571
DFW,JFK,1784,6550,27.236641221374047
DFW,LAS,9881,44568,22.170615688386285
DFW,LAX,16318,72505,22.506034066616095
DFW,LGA,12937,49933,25.90871768169347
DFW,MCI,5735,26585,21.572315215347
DFW,MCO,8984,38652,23.243299182448514
DFW,MIA,10308,37776,27.28716645489199
DFW,MSP,6398,30787,20.781498684509696
DFW,MSY,5591,24241,23.064230023513883
DFW,OAK,240,1367,17.55669348939283
DFW,ORD,18403,76683,23.998800255597722
DFW,PDX,4410,18145,24.30421603747589
DFW,PHL,8953,38124,23.483894659532055
DFW,PHX,9160,48019,19.075782502759324
DFW,RDU,4121,18070,22.805755395683452
DFW,SAN,7725,32987,23.41831630642374
DFW,SEA,8148,38232,21.311989956057754
DFW,SFO,14452,49472,29.212483829236742
DFW,SJC,4129,17613,23.44291148583433
DFW,SLC,6376,31495,20.24448325130973
DFW,STL,5809,28656,20.271496370742604
DFW,TPA,5832,25554,22.822258746184552
DTW,ATL,8917,52545,16.970216005328766
DTW,AUS,849,4565,18.59802847754655
DTW,BNA,3695,22766,16.230343494685055
DTW,BOS,5637,28745,19.610367020351365
DTW,BWI,5269,30793,17.111031727990127
DTW,CLT,5425,32628,16.6268235871031
DTW,CVG,1851,9060,20.430463576158942
DTW,DAL,263,1242,21.175523349436393
DTW,DCA,4115,22960,17.92247386759582
DTW,DEN,4975,28640,17.37081005586592
DTW,DFW,5647,28750,19.641739130434782
DTW,EWR,9215,26515,34.75391287950217
DTW,FLL,3377,21271,15.87607540783226
DTW,IAD,2863,13082,21.885032869591807
DTW,IAH,5292,24267,21.807392755594016
DTW,JFK,2390,7815,30.58221369161868
DTW,LAS,4053,25244,16.05530026937094
DTW,LAX,4114,20743,19.833196741069276
DTW,LGA,11359,45230,25.11386248065443
DTW,MCI,2164,13215,16.375331063185776
DTW,MCO,5187,30003,17.28827117288271
DTW,MDW,5755,27780,20.716342692584593
DTW,MIA,2364,14461,16.347417191065624
DTW,MSP,4833,31555,15.316114720329582
DTW,MSY,1190,7953,14.962907079089652
DTW,OAK,57,359,15.87743732590529
DTW,ORD,13844,56632,24.445543155812967
DTW,PDX,501,2833,17.684433462760325
DTW,PHL,5601,23922,23.413594181088538
DTW,PHX,4440,29468,15.067191529795032
DTW,RDU,1785,10857,16.44100580270793
DTW,SAN,1254,7657,16.377171215880892
DTW,SEA,2733,16838,16.23114384131132
DTW,SFO,3163,14230,22.227687983134224
DTW,SJC,2,38,5.263157894736842
DTW,SLC,2332,14625,15.945299145299147
DTW,STL,2775,16432,16.88777994157741
DTW,TPA,3199,19170,16.68753260302556
EWR,ATL,14330,57289,25.013527902389637
EWR,AUS,2232,10955,20.374258329529894
EWR,BNA,5281,17993,29.3503028955705
EWR,BOS,11261,44508,25.301069470656962
EWR,BWI,2512,8426,29.812485164965587
EWR,CLT,9937,46690,21.282929963589634
EWR,CVG,5451,17887,30.474646391233858
EWR,DCA,6524,18865,34.58256029684601
EWR,DEN,6863,28570,24.021701085054254
EWR,DFW,7181,31626,22.706001391260354
EWR,DTW,7304,27249,26.804653381775477
EWR,FLL,11535,42839,26.926398842176518
EWR,HOU,1158,4288,27.005597014925375
EWR,IAD,2429,8435,28.79668049792531
EWR,IAH,8930,38345,23.28856434998044
EWR,JFK,1,1,100.0
EWR,LAS,4835,21235,22.769013421238522
EWR,LAX,10615,42237,25.131993276037594
EWR,LGA,1,1,100.0
EWR,MCI,3765,11133,33.818377795742386
EWR,MCO,13633,55096,24.74408305503122
EWR,MDW,4369,15758,27.725599695392816
EWR,MIA,6535,28159,23.207500266344685
EWR,MSP,5057,19599,25.80233685392112
EWR,MSY,2395,10455,22.907699665231945
EWR,OAK,79,300,26.333333333333332
EWR,ORD,15317,57422,26.67444533454077
EWR,PDX,1655,6279,26.35770027074375
EWR,PHL,105,243,43.20987654320987
EWR,PHX,5862,25629,22.872527215263958
EWR,RDU,3429,12526,27.375059875459044
EWR,SAN,3036,12142,25.00411793773678
